average_elo,encoded_pgn
1699.5,878 1502 368 1346 42 242 1411 506 862 1230 752 33 1306 995 2052 1475 361 960 1081 817 817 117 499 722 146 878 1432 473 1535 1313 777 1005 1619 1154 171 17 308 1184 1751 1657 332 1969 754 412 2047 1375 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2043.5,878 722 1857 1801 1917 506 334 1265 1306 234 817 1733 1664 1873 1764 328 249 817 455 1346 42 886 285 2061 1416 1230 528 1392 368 1856 787 770 516 1145 998 404 1394 624 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1683.0,878 551 368 111 998 1801 1917 995 35 1863 2061 506 615 817 1910 234 1857 1392 817 510 722 359 1205 877 1411 1801 1917 495 455 421 992 1409 1377 836 1141 98 1306 1801 1909 924 1669 1001 585 770 620 350 1414 1525 2015 802 292 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2039.5,878 722 1857 1801 1917 506 334 1265 1306 817 817 1346 42 136 230 1745 1200 1535 473 1723 1300 2020 146 1952 1619 1359 308 1502 1036 1873 992 1490 679 2014 848 930 1664 527 343 647 249 955 1910 571 859 859 722 302 506 1092 332 885 620 1543 1057 885 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1731.0,878 551 368 111 998 234 35 240 752 1549 528 817 1053 757 366 787 952 722 35 1723 1707 812 1909 1505 350 1346 2015 802 42 1738 136 136 1275 288 8 1992 1300 117 2011 770 1411 1315 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1705.0,878 1320 1857 922 368 1535 998 1427 1242 1502 1917 1346 136 242 388 995 1597 927 817 960 35 953 992 436 922 1332 1301 1080 828 915 1281 1191 1613 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.5,1857 757 1927 234 591 995 1614 506 998 1346 242 42 368 1614 817 812 146 960 1264 1801 878 817 722 240 777 1349 556 1646 1725 1904 1633 1952 194 1966 1259 1205 359 679 1775 1801 388 388 136 755 374 801 1669 322 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1965.5,878 757 1857 1801 368 787 801 995 998 412 1927 1863 591 506 817 960 35 234 2061 1657 332 1176 1945 350 1910 1969 1141 1505 302 722 1169 1346 146 1999 1798 368 1080 214 249 4 246 1513 694 1900 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2018.5,878 757 1857 234 368 787 801 506 998 1863 1945 722 1169 350 1927 1764 591 1475 2061 1664 481 136 1959 412 1306 281 817 366 343 1648 597 704 1393 506 4 1435 332 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1677.0,1614 551 998 111 368 234 878 1320 1857 922 1036 1863 35 240 1301 995 366 770 350 2014 1346 328 938 722 35 2047 2052 953 807 1269 1312 817 1230 262 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1665.5,1201 722 368 889 1306 783 1857 1856 1856 757 1411 787 787 1447 35 1952 817 2014 1264 1909 1275 1953 609 777 35 783 556 328 836 1392 72 625 1557 1996 262 573 632 2015 347 1953 862 801 783 1490 319 1011 1442 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1779.0,1201 757 361 1346 1614 1801 242 1646 583 303 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1755.5,878 1502 368 234 1614 995 998 328 1857 1346 722 740 1256 1176 35 1845 1411 1887 817 732 136 136 455 464 1805 1368 1846 350 853 2020 478 551 1249 366 1486 2014 1430 1275 1834 709 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1760.0,878 722 1857 1801 1917 506 334 1265 817 877 814 1145 1306 234 1664 647 343 1801 1576 1199 285 1801 998 421 1945 404 1909 1436 1215 1195 1617 59 1242 1665 905 961 635 421 981 1152 392 1370 213 1272 1234 1578 1707 1998 1576 1364 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1735.5,1857 1346 1614 740 1927 1230 591 1801 1361 722 817 783 701 953 126 1366 1664 350 1576 1608 368 878 455 1266 1711 366 1313 1648 472 944 96 191 227 1101 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1722.0,1857 722 1927 506 878 1265 591 110 1758 1346 1264 1502 1924 411 332 473 455 1745 998 1475 1776 1053 516 350 1090 1925 936 1900 366 812 368 302 146 878 1633 1910 1186 894 626 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1722.0,1857 722 1614 234 1112 302 1576 506 334 960 230 1801 1927 812 591 953 817 1053 1201 350 455 366 1600 1930 1910 1648 1648 767 1205 679 368 1714 894 136 242 1959 697 1242 1665 630 549 178 981 1179 145 1670 398 398 710 2014 2024 1178 1969 1910 285 1805 464 1909 1436 146 1589 1808 506 677 270 0 -1 -1 -1 -1
1773.5,1857 1346 1927 1801 591 722 817 878 556 960 334 1087 930 506 350 1484 473 473 738 1235 1535 506 591 1801 998 812 1420 1053 646 1872 1478 765 915 843 146 770 862 2014 900 350 1910 349 8 1497 332 1151 878 531 1846 512 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1723.5,1201 1346 368 757 1614 787 1856 995 1857 506 998 960 862 1863 757 1801 1411 817 817 1764 1725 922 1657 679 1239 1200 752 1154 171 1952 862 1505 1785 302 1896 1911 366 1087 620 1911 1909 1282 407 186 1033 1587 1602 1178 1394 719 1027 728 513 628 1138 728 140 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1934.0,878 757 1857 234 368 787 801 506 998 1863 1945 995 1909 1801 2014 801 927 240 35 1657 1053 1857 1983 227 1910 1857 1036 556 302 1588 481 812 1733 388 2005 1535 1896 573 624 645 710 960 1411 1910 1785 1657 1828 1911 1792 1053 2067 770 132 1022 1264 146 1239 359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1938.0,878 551 368 111 998 1320 35 922 1910 995 1857 506 1411 1801 1945 510 528 1646 1053 1651 1966 1873 1909 506 2042 2061 302 1346 722 240 1713 1713 455 1239 359 679 368 1969 1817 2020 118 1053 163 289 1112 1796 213 1859 145 1692 1421 1022 499 1908 635 1448 1252 233 1959 266 1617 922 -1 -1 -1 -1 -1 -1 -1 -1
1659.5,878 722 1857 1801 1917 1265 1664 647 1306 624 368 1856 817 579 455 1657 851 770 787 212 359 573 2052 2020 1969 1828 285 234 1219 1366 1685 953 499 1320 698 1764 284 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1759.0,878 722 1857 1801 1917 506 334 1346 42 136 998 1723 851 1462 817 817 146 755 1200 2036 556 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1707.5,1927 757 591 995 1112 1801 1576 1346 1201 783 334 579 361 817 2052 1320 817 922 1614 368 878 412 1910 302 722 1239 1205 679 252 965 288 2014 1600 51 227 770 999 848 801 787 952 705 697 381 1828 1633 965 61 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1809.0,878 1346 42 506 368 551 1857 111 1036 136 1614 1723 998 1230 35 1801 1945 1427 1427 701 894 464 1805 817 817 1646 851 722 359 1239 697 880 322 246 2049 1904 1280 2047 814 1001 1909 240 391 1657 851 398 398 1904 448 1999 442 1735 1874 1904 592 1657 1002 1202 366 68 191 1115 1252 836 1104 556 -1 -1 -1 -1
1704.0,1857 302 1927 995 591 506 1112 1320 1576 922 1614 960 998 817 817 432 334 234 1264 1475 878 1432 473 770 1945 2014 1909 2036 722 1107 1219 1685 1420 1427 1427 978 72 1533 1200 2047 734 2049 1775 607 567 722 1419 1231 894 1490 322 2049 542 1138 1138 163 1394 953 1077 860 1968 1939 1683 0 -1 -1 -1 -1 -1 -1
1773.5,1857 722 1927 878 591 866 1427 506 998 1502 817 1346 878 1608 42 1184 1310 136 1408 960 368 817 862 1911 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1706.0,878 757 1857 234 368 787 801 506 998 1863 1945 1801 1909 722 836 350 2014 551 1375 240 715 328 1669 936 1900 1801 481 812 1917 1505 35 1275 1733 953 851 817 35 860 528 846 1805 388 42 1359 878 1764 1946 1311 1306 2047 1053 115 1363 1873 1684 1664 947 171 171 344 1234 2061 1664 4 600 1941 1958 1456 575 1103
1692.5,878 757 1857 506 998 1346 722 1200 334 1154 171 1230 368 1614 1945 33 285 995 584 444 1909 1247 366 350 2014 742 751 302 1900 1900 1608 1427 1242 302 600 1801 981 560 392 767 223 223 1895 801 1653 1587 476 997 748 1998 1532 1191 499 808 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1692.5,878 995 368 1346 998 473 1313 506 734 322 1857 770 1411 1863 1306 1801 817 783 1346 42 598 328 1614 740 1256 817 118 1080 1633 836 1828 464 1983 308 1775 2036 1805 1764 556 1946 894 281 1857 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1624.5,878 1502 368 1346 42 242 1411 1801 1306 506 862 117 1361 1080 1420 1178 1857 1863 499 804 1887 1336 817 917 136 1959 356 560 1915 1808 1550 634 763 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1703.5,878 722 1857 1801 1917 1265 1664 647 1306 624 368 1856 249 214 814 1191 146 477 549 1368 227 500 981 1272 145 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1693.5,878 722 1857 506 679 234 516 1145 368 960 998 1502 146 1230 752 33 1909 1247 366 770 35 421 2014 212 212 1897 861 1346 42 242 136 1906 615 240 1053 1723 760 733 1346 755 1770 524 234 1560 721 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1715.0,878 722 1857 1801 1917 234 368 1856 801 801 927 506 146 960 817 817 998 1320 246 246 1612 812 1983 1256 1160 757 992 226 481 947 1927 2063 1983 741 1910 1444 332 1109 2006 955 1839 1603 1306 1911 1050 770 1495 615 1055 1152 1924 870 549 1152 2038 1658 392 1392 410 870 1707 1998 426 1260 -1 -1 -1 -1 -1 -1
1908.0,878 757 1857 234 368 787 801 506 998 1863 1945 1764 481 1313 697 2047 1669 1900 476 922 1652 722 1664 1200 965 1856 1658 960 1411 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1648.0,878 722 1857 1801 1917 1265 1306 506 368 1856 787 1733 817 817 722 510 146 432 998 770 1619 234 1346 679 679 1419 1264 1249 1895 1160 956 1983 146 1745 2023 1247 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1690.0,878 1346 42 1959 998 755 368 995 1857 506 1927 1863 862 1045 591 783 1685 1050 817 481 136 1959 1657 344 1834 817 742 240 947 506 848 770 734 1900 322 1946 1128 212 1306 302 369 1764 1910 1909 1394 1392 851 186 626 922 1747 1269 1346 757 338 129 542 1138 1138 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1777.5,878 995 368 1346 998 1502 1910 473 1313 506 734 322 1857 783 1036 8 817 446 1032 817 1657 240 2049 1900 848 955 853 302 1657 506 1848 1216 1614 1176 757 1135 1983 1764 1664 381 1725 481 388 242 351 1952 1857 1247 556 33 1846 1486 478 1813 1868 1230 1942 1942 1930 1914 723 383 1057 770 880 860 1927 0 -1 -1
1756.5,878 757 1857 995 368 787 801 1801 998 801 927 1320 1927 922 591 1265 1416 880 817 350 862 722 35 366 1520 1648 481 822 332 1888 285 506 734 322 755 1050 1685 567 992 551 1306 1952 1725 186 1413 1109 783 2014 1462 1808 1848 302 617 1970 646 1217 714 2023 1193 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1772.0,878 1320 368 922 998 995 1910 1462 1411 484 171 506 1857 1313 817 1154 285 1878 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1798.0,878 722 1857 506 1917 1313 817 1346 1167 1502 698 2047 851 1948 1363 783 1264 878 885 817 1664 880 1306 947 1927 620 334 1230 1147 226 853 79 1142 952 787 1354 595 964 899 240 862 506 998 1005 114 1863 1764 1551 353 353 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1766.5,878 722 1857 234 1917 960 368 506 359 359 738 2005 679 1475 516 1587 1090 1657 817 701 998 1191 722 240 862 404 992 717 1495 960 1055 770 1683 1331 1683 146 709 212 1909 1392 1874 1010 11 598 1617 1301 104 860 2021 1727 1104 1735 475 2004 1533 1512 211 860 1200 696 1749 404 210 0 -1 -1 -1 -1 -1 -1
1770.5,878 1502 368 1346 42 242 1411 1745 1127 995 1411 880 1306 1801 1857 783 146 2036 1002 2015 615 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1792.5,878 757 1857 995 368 787 801 1801 998 234 1927 506 591 960 35 817 817 412 1910 1176 1909 571 2014 917 332 801 952 722 481 656 671 955 35 1992 8 1887 1685 567 264 1534 2063 1349 551 802 560 1065 1751 1535 1535 1658 1924 1392 1945 615 1264 554 1617 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1726.0,1927 722 591 1801 878 1346 42 98 998 506 1857 886 136 1959 817 783 1306 641 368 817 359 1239 679 1419 1264 1946 709 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1766.5,878 1346 2063 506 615 473 998 995 1313 1313 28 960 1167 1176 1411 817 1402 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1755.0,878 995 368 1502 1614 1346 722 740 1256 1764 1411 240 2052 757 999 1614 742 281 817 922 1112 1535 1313 1952 599 1685 1219 302 1264 1918 146 186 1915 1191 181 770 1619 2014 900 1001 2063 328 620 1909 947 573 1202 1986 226 350 246 322 723 358 1346 42 1392 1148 1555 1937 1950 740 499 281 549 1863 2061 1664 1356 1306
1780.0,878 722 1857 551 1917 111 1306 328 368 1856 787 817 817 1502 722 1346 1219 1050 998 812 851 1963 1363 240 1264 836 1657 927 927 801 639 1183 875 283 862 1183 1301 444 1727 381 448 1392 549 757 1602 404 1520 1320 35 1863 1200 1764 2047 629 714 1873 1490 1713 1708 865 1444 186 1910 2061 1252 1725 981 1889 145 1287
1729.0,878 506 722 481 368 995 1614 889 998 484 171 1154 528 1200 1868 947 1927 1834 1036 754 1411 1320 1535 1801 1127 1588 1946 1952 774 421 1275 922 1442 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1781.0,878 757 1857 995 368 787 801 1863 998 1764 1725 922 1945 560 118 117 1169 506 1909 1313 591 1154 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1814.0,878 757 1857 234 368 787 801 722 1167 1176 1675 1794 836 551 1375 506 998 111 715 136 136 817 817 1801 1306 1109 146 1952 1619 2014 900 302 752 328 332 136 1793 955 992 1190 448 1432 1432 711 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1827.0,878 757 1857 234 368 787 801 551 998 111 35 506 752 817 528 1863 1053 1764 1707 1392 366 1664 218 1873 350 49 2015 2015 1275 495 1946 1475 947 1657 1997 111 1645 865 926 404 1702 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1813.5,878 1502 368 1346 42 242 1411 506 1306 1230 249 412 862 117 2052 1475 999 995 1945 1427 1870 960 817 817 1747 1513 1363 1863 1110 917 533 1692 1664 302 1657 679 1239 1200 1535 1432 1764 1355 834 834 314 314 314 186 1336 551 900 770 226 281 1664 1505 549 216 783 1048 981 471 1018 0 -1 -1 -1 -1 -1 -1
1806.0,878 722 1857 1801 1917 1265 334 234 817 812 1306 1256 740 506 146 817 230 770 1619 2014 227 212 709 1001 697 328 1481 404 286 860 1875 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1693.0,878 722 1857 302 679 1265 368 1733 1917 234 1175 880 1090 952 817 741 741 1080 2052 1764 499 1192 1519 1502 1917 1432 224 49 1264 1346 1313 473 966 1191 1464 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1995.5,878 757 1857 995 368 787 801 1863 998 412 1927 506 591 960 817 817 35 234 1910 1475 302 1657 1945 1764 1909 1969 1141 281 2014 917 1952 1900 1834 722 1896 399 481 1045 671 1349 709 955 777 1216 1817 503 725 75 577 1216 1677 761 75 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1914.0,878 757 1857 234 368 787 801 506 998 1863 1945 1764 481 995 734 322 2061 1177 1640 1176 676 960 1036 722 1857 1300 104 1922 146 641 1654 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1928.5,878 722 1857 1801 1300 1863 698 234 1306 302 368 1432 455 770 1197 1178 359 1764 555 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1652.5,878 722 1857 1801 1917 234 368 1856 801 1176 998 551 817 111 915 646 1910 328 302 1067 1588 1911 2063 421 1275 1346 584 740 777 777 992 783 47 1191 505 880 332 1107 99 865 1200 226 1306 728 1945 1818 521 1735 381 600 2024 1939 41 1735 1430 246 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1676.5,878 722 1857 1801 1917 506 368 1856 722 1200 817 1346 1219 72 851 1230 814 516 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1639.0,878 722 1857 1801 1917 1265 1664 1733 1306 506 817 817 334 1346 42 136 249 812 1264 755 455 571 1600 1713 35 846 1805 2020 2052 1863 878 288 1857 1764 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2018.5,878 722 1857 1801 1917 506 334 1265 1306 817 817 234 2061 1873 1264 770 1945 812 129 1713 230 1897 1969 880 35 846 206 978 615 1320 1361 1346 42 42 1264 455 227 1368 1420 2020 1834 51 1846 1594 2049 322 752 163 2063 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1658.5,878 722 1857 1801 1917 960 368 234 359 359 738 2005 817 506 998 817 146 1230 992 1427 719 510 35 146 709 955 714 1952 35 1109 1055 877 851 1320 1420 1863 394 1764 1490 1005 381 1514 859 859 1235 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1695.0,878 551 368 111 998 234 35 506 752 817 528 1392 1053 757 1346 1873 1300 1176 1331 1833 366 350 1479 2061 1725 1764 9 281 280 560 1275 495 1909 833 9 231 1306 281 1414 1484 1684 907 1998 1657 1910 1969 188 1375 1232 1851 627 313 213 1641 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1713.0,878 995 368 1346 998 473 1313 240 1927 1549 734 936 591 960 361 817 1306 1502 817 412 862 1045 366 510 35 1176 288 506 350 770 1614 1505 1301 1764 1346 242 242 1032 1091 42 388 136 136 812 671 1349 1725 1230 518 2026 1265 412 584 308 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1701.0,878 1320 368 922 1411 506 998 995 722 1266 530 645 2010 1645 1834 817 1275 880 1645 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1715.5,878 722 1857 1265 1917 234 1306 770 368 1856 787 889 998 484 171 1502 817 1764 851 1873 2061 1177 1434 506 1346 817 1217 412 722 359 1264 915 646 1756 679 1998 285 1392 1301 1815 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1670.5,878 722 1857 1801 1917 506 455 1346 42 136 516 1145 1152 1906 388 880 322 1900 998 1646 851 757 334 1176 817 567 1200 960 35 1320 1725 481 1275 1216 1910 302 2052 1992 8 1769 224 783 1969 1413 441 1178 1308 1851 1915 1239 1010 1216 224 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2000.5,878 757 1857 995 368 787 801 506 998 234 1909 770 366 960 35 1863 591 1801 2014 212 212 1285 645 240 1600 1713 1197 1191 1848 1441 1653 186 1009 573 869 1011 632 1202 620 709 1053 722 1152 880 2063 1695 1805 1176 481 1817 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1649.0,878 757 1857 1801 1300 551 646 1872 817 111 1264 995 1306 1346 722 328 368 787 801 757 1857 817 146 412 528 922 1275 571 1645 865 1361 368 1420 117 1692 1427 719 836 1200 214 1998 1495 992 1355 2044 2044 1301 885 506 602 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1712.5,878 757 1857 234 368 787 801 1863 998 506 1945 722 1169 812 1909 960 591 817 817 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1676.5,878 722 1857 1801 1917 506 455 1346 42 136 516 1145 1152 1808 998 1646 817 1502 1264 783 368 421 286 186 1197 404 359 1265 956 398 332 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1399.0,878 722 1857 1801 1917 1265 1664 1199 1306 1801 368 1856 787 889 230 506 722 1828 530 322 817 1415 598 328 285 817 777 1349 609 1346 388 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
